property_id,address,suburb,property_type,sale_price_aud,sale_date,bedrooms,bathrooms,parking_spaces,land_area_m2,building_area_reported_m2,living_area_reported_m2,total_area_reported_m2,other_area_reported_m2,area_notes,property_notes,source_url,collected_date,verification_status,student_checked,quality_flags,analysis_scope,split,property_type_group,sale_month_index,parking_missing,bathrooms_per_bedroom,land_area_clean_m2,log1p_land_area,land_area_missing,living_area_missing,total_area_missing,aircon_mentioned,study_mentioned,outdoor_mentioned,pool_mentioned,pool_nonoperating_mentioned,renovation_mentioned
CHA019,25 Dalrymple Avenue,Chatswood,House,3800000,2025-06-12,4,3,2.0,701.9,275.0,,,,Individual land area explicitly reported.,Pool; self-contained lower level.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148090276,2026-09-17,detail_page,pending,multi_living_layout,standard_sample,development,House,5,0,0.75,701.9,6.555214634181859,0,1,1,0,0,0,1,0,0
CHA020,327/28 Anderson Street,Chatswood,Unit,795000,2025-06-12,1,1,1.0,,63.0,,,,Source building size; internal-only scope unspecified.,Third floor; ducted air conditioning; balcony; rooftop access; storage.,https://www.realestate.com.au/sold/property-unit-nsw-chatswood-147431644,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,5,0,1.0,,,1,1,1,1,0,1,0,0,0
CHA021,7/305 Victoria Avenue,Chatswood,Apartment,1813000,2025-06-11,3,2,2.0,,,,,,No area transcribed.,Balconies; intercom; advertised 900 m to station.,https://www.realestate.com.au/sold/property-apartment-nsw-chatswood-148094724,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,5,0,0.6666666666666666,,,1,1,1,0,0,1,0,0,0
CHA022,96 Millwood Avenue,Chatswood,House,1800000,2025-06-07,5,3,2.0,,,,,,No area transcribed.,Three levels; north-facing bush views; study.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-147507220,2026-09-17,detail_page,pending,,standard_sample,development,House,5,0,0.6,,,1,1,1,0,1,0,0,0,0
CHA023,1005/1 Cambridge Lane,Chatswood,Apartment,2036000,2025-06-04,2,2,1.0,,,,,,No area transcribed.,Ducted air conditioning; lift; communal pool and gym; new paint and carpet.,https://www.realestate.com.au/sold/property-apartment-nsw-chatswood-148068708,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,5,0,1.0,,,1,1,1,1,0,0,1,0,1
CHA024,101/809-811 Pacific Highway,Chatswood,Apartment,720000,2025-06-03,1,1,1.0,,,,,,No area transcribed.,Description not transcribed.,https://www.realestate.com.au/sold/property-apartment-nsw-chatswood-147632100,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,5,0,1.0,,,1,1,1,0,0,0,0,0,0
CHA025,101/1 Katherine Street,Chatswood,Apartment,820000,2025-05-30,1,1,1.0,,96.0,78.0,96.0,,Total 96 includes 18 garage; living area 78 as described.,Level 11; air conditioning; communal pool and gym; advertised 150 m to station.,https://www.realestate.com.au/sold/property-apartment-nsw-chatswood-147163012,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,4,0,1.0,,,1,0,0,1,0,0,1,0,0
CHA026,9 Archer Street,Chatswood,House,5960000,2025-10-17,4,2,2.0,923.2,,,,,Individual land area explicitly reported.,Circa 1890 double-brick home; extension; pool; air conditioning; flexible office/fifth bedroom.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-149276444,2026-09-17,detail_page,pending,flexible_bedroom,standard_sample,development,House,9,0,0.5,923.2,6.8289284984361664,0,1,1,1,1,0,1,0,0
CHA027,14 River Avenue,Chatswood,House,2200000,2025-10-17,4,2,2.0,591.0,,,,,Individual land area explicitly reported.,Updated home; bushland setting; air conditioning; solar hot water.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-149200256,2026-09-17,detail_page,pending,,standard_sample,development,House,9,0,0.5,591.0,6.3835066348840055,0,1,1,1,0,0,0,0,1
CHA028,102 Millwood Avenue,Chatswood,House,2088000,2025-10-09,5,3,3.0,963.0,,,,,Individual land area explicitly reported.,Full brick; renovated; elevated bush views.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-149057088,2026-09-17,detail_page,pending,,standard_sample,heldout,House,9,0,0.6,963.0,6.871091294610546,0,1,1,0,0,0,0,0,1
CHA029,2 Blakesley Street,Chatswood,House,5100000,2025-10-07,5,4,3.0,556.0,,,,,Header land 556; description 556.4.,Four-bedroom main home plus one-bedroom granny flat.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148849740,2026-09-17,detail_page,pending,area_rounding;multi_dwelling,standard_sample,development,House,9,0,0.8,556.0,6.322565239927284,0,1,1,0,0,0,0,0,0
CHA030,15G Colwell Crescent,Chatswood,House,3000000,2025-10-03,4,2,2.0,824.0,,,,,Individual land area explicitly reported.,Pool; air conditioning; lower level with separate access.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-149146312,2026-09-17,detail_page,pending,multi_living_layout,standard_sample,development,House,9,0,0.5,824.0,6.715383386334681,0,1,1,1,0,0,1,0,0
CHA031,3 Holland Street,Chatswood,House,5950000,2025-09-25,5,3,4.0,1018.0,,,,,Individual land area explicitly reported.,Ducted air conditioning; study; multiple living areas.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148914992,2026-09-17,detail_page,pending,,standard_sample,development,House,8,0,0.6,1018.0,6.926577033222725,0,1,1,1,1,0,0,0,0
CHA032,40 Beaconsfield Road,Chatswood,House,3650000,2025-09-20,5,3,4.0,613.0,218.0,,,,Individual land area explicitly reported.,Pool; ducted air conditioning; study.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148882388,2026-09-17,detail_page,pending,,standard_sample,heldout,House,8,0,0.6,613.0,6.419994928147142,0,1,1,1,1,0,1,0,0
CHA033,2 McLean Avenue,Chatswood,House,3600000,2025-09-20,3,1,3.0,765.1,,,,,Individual land area explicitly reported.,Air conditioning; study; cellar.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148880716,2026-09-17,detail_page,pending,,standard_sample,development,House,8,0,0.3333333333333333,765.1,6.641312709522775,0,1,1,1,1,0,0,0,0
CHA034,39 Clanwilliam Street,Chatswood,House,5000000,2025-09-14,3,1,3.0,625.0,,,,,Individual land area explicitly reported.,Circa 1920 bungalow; redevelopment potential claimed. Description parking differs from header.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148810316,2026-09-17,detail_page,pending,parking_conflict,standard_sample,development,House,8,0,0.3333333333333333,625.0,6.439350371100098,0,1,1,0,0,0,0,0,0
CHA035,18 Park Avenue,Chatswood,House,3860000,2025-09-08,3,1,3.0,638.6,,,,,Individual land area explicitly reported.,Original kitchen and bathroom; north aspect; redevelopment potential; advertised 950 m to station.,https://www.realestate.com.au/sold/property-house-nsw-chatswood-148935896,2026-09-17,detail_page,pending,,standard_sample,development,House,8,0,0.3333333333333333,638.6,6.460842980959799,0,1,1,0,0,0,0,0,0
PAR001,5/30-32 Queens Avenue,Parramatta,Apartment,680000,2026-08-28,2,1,1.0,,,,,,Whole-building land excluded; no unit area captured.,Small double-brick complex; two balconies.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151649792,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,0,0,1,0,0,0
PAR002,2/1-7 Bobart Street,Parramatta,Townhouse,780000,2026-08-12,2,1,1.0,,251.0,,251.0,,251 labelled building size but description calls it total area. Do not treat as internal area.,Original kitchen/bathroom; courtyard; extra toilet is not an extra bathroom.,https://www.realestate.com.au/sold/property-townhouse-nsw-parramatta-151891468,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Townhouse,19,0,0.5,,,1,1,0,0,0,1,0,0,0
PAR003,231K/2 Morton Street,Parramatta,Apartment,640000,2025-10-24,2,2,1.0,,99.0,,,,Source explicitly labels building size 99; internal-only scope unspecified.,Level 2; air conditioning; covered balcony; secure parking and storage; communal rooftop garden.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149159844,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,1,0,1,0,0,0
PAR004,172/13-15 Hassall Street,Parramatta,Apartment,597000,2025-10-24,2,2,1.0,,110.0,91.0,,,Building 110; description: living 91 plus parking 19 sqm. Living area may include balcony.,Level 18; shared pool and gym; updated finishes.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148804232,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,0,1,0,0,0,1,0,1
PAR005,16/43 Pemberton Street,Parramatta,Townhouse,1225000,2025-10-23,3,2,2.0,,,126.0,184.0,,Description: internal 126; total 184.,Registered age listed as 1997; two-level double-brick townhouse; one common wall; air conditioning; courtyard.,https://www.realestate.com.au/sold/property-townhouse-nsw-parramatta-149242576,2026-09-17,detail_page,pending,,standard_sample,development,Townhouse,9,0,0.6666666666666666,,,1,0,0,1,0,1,0,0,0
PAR006,4/29C Great Western Highway,Parramatta,Unit,420000,2025-10-24,2,1,1.0,,,,,,No area transcribed.,Ground floor in fifteen-unit block; original bathroom; parquetry.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-148238048,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,0.5,,,1,1,1,0,0,0,0,0,0
PAR007,44/23 Good Street,Parramatta,Apartment,745000,2025-10-23,2,2,2.0,,137.0,,,,Whole-building land 2625 excluded; building size retained.,Level 7; park views.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149279000,2026-09-17,detail_page,pending,whole_building_land_excluded,standard_sample,heldout,Apartment,9,0,1.0,,,1,1,1,0,0,0,0,0,0
PAR008,7/97 Great Western Highway,Parramatta,Unit,540000,2025-10-21,2,1,1.0,,110.0,,,,Source building size; internal-only scope unspecified.,Renovated; second floor; north-facing.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-148995156,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,0.5,,,1,1,1,0,0,0,0,0,1
PAR009,6/7-9 Robertson Street,Parramatta,Unit,721000,2025-10-20,2,1,1.0,,,,,,No area transcribed.,Middle floor; east-west aspect; one common wall.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-148495760,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,0.5,,,1,1,1,0,0,0,0,0,0
PAR010,2116/1A Morton Street,Parramatta,Apartment,645000,2025-10-20,2,2,1.0,,165.0,,165.0,,Building label corresponds to total title area.,Courtyard; study; communal gym.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149044032,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,9,0,1.0,,,1,1,0,0,1,1,0,0,0
PAR011,1903/330 Church Street,Parramatta,Apartment,568000,2025-10-20,1,1,1.0,,,,,,No area transcribed.,Level 19; river views.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-147299436,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,0,0,0,0,0,0
PAR012,6/109-113 George Street,Parramatta,Apartment,600000,2025-10-18,2,2,1.0,,111.0,,,,Source building size; internal-only scope unspecified.,Level 2; north-facing balcony; updated finishes.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148713404,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,0,0,1,0,0,1
PAR013,4206/330 Church Street,Parramatta,Apartment,770000,2025-10-17,2,2,1.0,,,,,106.0,Land-labelled 106 for apartment; unit area scope unconfirmed.,Level 42; west-facing city views; air conditioning; study; communal pool and gym.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148575184,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,1,1,0,1,0,0
PAR014,2503/1A Morton Street,Parramatta,Apartment,635000,2025-10-17,2,2,1.0,,,,,,No area transcribed.,Fresh paint and carpet; air conditioning; communal gym; balcony.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149065484,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,1,0,1,0,0,1
PAR015,303D/1 Broughton Street,Parramatta,Apartment,670000,2025-10-16,2,2,1.0,,102.0,,,,Source building size; internal-only scope unspecified.,Study; air conditioning; communal gym; lift.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148774996,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,1,1,0,0,0,0
PAR016,4/5-7 Grose Street,Parramatta,Unit,455000,2025-10-16,1,1,1.0,,,,81.0,,Land-labelled 81 is title area.,Study; balcony; advertised 250 m to light rail.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-149176232,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,9,0,1.0,,,1,1,0,0,1,1,0,0,0
PAR017,5101/330 Church Street,Parramatta,Apartment,815000,2025-10-15,2,2,1.0,,,,,,No area transcribed.,Level 51; balcony with skyline views.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-145079632,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,1.0,,,1,1,1,0,0,1,0,0,0
PAR018,6813/1A Morton Street,Parramatta,Apartment,650000,2025-10-15,2,2,1.0,,113.0,94.0,113.0,,Total 113; internal 94 per description; building label includes external areas.,Level 8; study; communal gym.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148962156,2026-09-17,detail_page,pending,area_definition,standard_sample,heldout,Apartment,9,0,1.0,,,1,0,0,0,1,0,0,0,0
PAR019,1106/12 Phillip Street,Parramatta,Apartment,790000,2025-10-14,2,2,1.0,,,,,,No area transcribed.,Level 11; north river and stadium views; pool and gym; air conditioning; study.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149152620,2026-09-17,detail_page,pending,,standard_sample,heldout,Apartment,9,0,1.0,,,1,1,1,1,1,0,1,0,0
PAR020,304/25 Campbell Street,Parramatta,Apartment,625000,2025-10-14,2,2,1.0,,117.0,91.0,117.0,,Total 117; internal 91; balcony 11 separately described.,Air conditioning; study; lift; fresh paint.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-148644356,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,9,0,1.0,,,1,0,0,1,1,0,0,0,1
PAR021,3/4-6 Broughton Street,Parramatta,Townhouse,1250000,2025-10-13,3,2,2.0,,,,,,No area transcribed.,Six-home complex; courtyard; air conditioning.,https://www.realestate.com.au/sold/property-townhouse-nsw-parramatta-149138200,2026-09-17,detail_page,pending,,standard_sample,development,Townhouse,9,0,0.6666666666666666,,,1,1,1,1,0,1,0,0,0
PAR022,17/2-6 Campbell Street,Parramatta,Apartment,575000,2025-10-13,2,1,1.0,,,88.0,,,Living 88; parking 13 separately described; no total inferred.,Air conditioning; balcony; lift.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149058260,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,9,0,0.5,,,1,0,1,1,0,1,0,0,0
PAR023,17/9-13 Early Street,Parramatta,Unit,855000,2025-10-12,3,2,2.0,,193.0,157.0,193.0,,Building/title 193; living 157; internal-only scope not assumed.,Two levels; study.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-149026788,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,9,0,0.6666666666666666,,,1,0,0,0,1,0,0,0,0
PAR024,17/10-12 Thomas Street,Parramatta,Unit,650000,2026-08-31,2,1,1.0,,,,98.0,,Explicit total area; not internal-only.,North-facing balcony; painted interiors.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-152083100,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,0,0,0,1,0,0,0
PAR025,3/23 Good Street,Parramatta,Unit,569000,2026-08-31,2,1,1.0,,104.0,,97.0,,Building 104 conflicts with described total 97; retained separately.,Second floor.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-151176568,2026-09-17,detail_page,pending,area_conflict,standard_sample,development,Apartment,19,0,0.5,,,1,1,0,0,0,0,0,0,0
PAR026,401/6 River Road West,Parramatta,Apartment,540000,2026-08-30,2,2,1.0,,,,,108.0,Land-labelled 108 for apartment; scope unconfirmed.,Ducted air conditioning; river-facing balcony.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151624544,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,1,0,1,0,0,0
PAR027,11/32 Hassall Street,Parramatta,Apartment,590000,2026-08-28,2,2,1.0,,,,,,No area transcribed.,Air conditioning; study; balcony; advertised 560 m to station and 160 m to light rail.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151527340,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,1,1,1,0,0,0
PAR028,C26/88-98 Marsden Street,Parramatta,Unit,552000,2026-08-27,2,2,1.0,,,,,,No area transcribed.,Top floor; full brick; timber floors; gas kitchen.,https://www.realestate.com.au/sold/property-unit-nsw-parramatta-151576280,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,0,0,0,0,0,0
PAR029,15/1 Good Street,Parramatta,Apartment,480000,2026-08-27,2,1,1.0,,,,,,No area transcribed.,Brick apartment; balcony.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-150473796,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,0.5,,,1,1,1,0,0,1,0,0,0
PAR030,907/6-10 Charles Street,Parramatta,Apartment,720000,2026-08-25,3,2,1.0,,189.0,,,,Building size scope unclear; terrace separately advertised as 80 sqm.,Large terrace.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151973256,2026-09-17,detail_page,pending,area_definition,standard_sample,development,Apartment,19,0,0.6666666666666666,,,1,1,1,0,0,1,0,0,0
PAR031,D603/1 Broughton Street,Parramatta,Apartment,680000,2026-08-25,2,2,1.0,,,,,,No area transcribed.,Level 6; east-facing; study; air conditioning; communal gym.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151893972,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,1,1,0,0,0,0
PAR032,1417/32 Hunter Street,Parramatta,Apartment,560000,2026-08-25,1,1,1.0,,76.0,,,,Source building size; internal-only scope unspecified.,Also advertised as 1417/45 Macquarie Street; level 14; study; balcony.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-149992300,2026-09-17,detail_page,pending,address_alias,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,0,1,1,0,0,0
PAR033,16L/15 Campbell Street,Parramatta,Apartment,405000,2026-08-25,1,1,1.0,,,,,,No area transcribed.,Balcony; views.,https://www.realestate.com.au/sold/property-apartment-nsw-parramatta-151956248,2026-09-17,detail_page,pending,,standard_sample,development,Apartment,19,0,1.0,,,1,1,1,0,0,1,0,0,0
PAR034,11 Pemberton Street,Parramatta,House,1610000,2026-05-27,3,1,1.0,461.6,,,,,Individual land area explicitly reported.,Renovated bathroom; new ducted air conditioning; covered entertaining area; redevelopment potential claimed.,https://www.realestate.com.au/sold/property-house-nsw-parramatta-150740908,2026-09-17,detail_page,pending,,standard_sample,development,House,16,0,0.3333333333333333,461.6,6.136862749797339,0,1,1,1,0,0,0,0,1
PAR035,51 Gore Street,Parramatta,House,1480000,2026-05-16,3,1,1.0,461.6,,,,,Individual land area explicitly reported.,Fresh paint and carpet; updated kitchen; sunroom; study or third bedroom; covered entertaining area.,https://www.realestate.com.au/sold/property-house-nsw-parramatta-150946060,2026-09-17,detail_page,pending,flexible_bedroom,standard_sample,development,House,16,0,0.3333333333333333,461.6,6.136862749797339,0,1,1,0,1,0,0,0,1
PEN001,16 Bel-air Road,Penrith,House,870000,2026-08-20,3,1,4.0,561.0,956.9,,,,Suspect building size 956.9 retained verbatim; verify before modelling.,Renovation opportunity; parking is two garage plus two open spaces.,https://www.realestate.com.au/sold/property-house-nsw-penrith-151704284,2026-09-17,detail_page,pending,suspect_building_area,standard_sample,development,House,19,0,0.3333333333333333,561.0,6.331501849893691,0,1,1,0,0,0,0,0,1
PEN002,6 Karuah Road,Penrith,House,900000,2026-08-18,3,1,1.0,696.0,,,,,Land explicitly labelled; no building area captured.,Solar panels and sunroom; description mentions an extra toilet.,https://www.realestate.com.au/sold/property-house-nsw-penrith-150240876,2026-09-17,detail_page,pending,,standard_sample,development,House,19,0,0.3333333333333333,696.0,6.546785410760524,0,1,1,0,0,0,0,0,0
